id,authors,title,category,abstract,versions,update_date,new_category,generated_abstract,prompt
2210.01448,"Tenglong Ao, Qingzhe Gao, Yuke Lou, Baoquan Chen, Libin Liu","Rhythmic Gesticulator: Rhythm-Aware Co-Speech Gesture Synthesis with
  Hierarchical Neural Embeddings","['cs.SD', 'cs.AI', 'cs.CV', 'cs.GR', 'eess.AS']","  Automatic synthesis of realistic co-speech gestures is an increasingly
important yet challenging task in artificial embodied agent creation. Previous
systems mainly focus on generating gestures in an end-to-end manner, which
leads to difficulties in mining the clear rhythm and semantics due to the
complex yet subtle harmony between speech and gestures. We present a novel
co-speech gesture synthesis method that achieves convincing results both on the
rhythm and semantics. For the rhythm, our system contains a robust rhythm-based
segmentation pipeline to ensure the temporal coherence between the vocalization
and gestures explicitly. For the gesture semantics, we devise a mechanism to
effectively disentangle both low- and high-level neural embeddings of speech
and motion based on linguistic theory. The high-level embedding corresponds to
semantics, while the low-level embedding relates to subtle variations. Lastly,
we build correspondence between the hierarchical embeddings of the speech and
the motion, resulting in rhythm- and semantics-aware gesture synthesis.
Evaluations with existing objective metrics, a newly proposed rhythmic metric,
and human feedback show that our method outperforms state-of-the-art systems by
a clear margin.
","[{'version': 'v1', 'created': 'Tue, 4 Oct 2022 08:19:06 GMT'}, {'version': 'v2', 'created': 'Wed, 5 Oct 2022 03:08:03 GMT'}]",2022-10-24,"['Sound', 'Artificial Intelligence', 'Computer Vision and Pattern Recognition', 'Graphics']","This paper presents a novel approach to co-speech gesture synthesis, called Rhythmic Gesticulator. This method combines sound, artificial intelligence, computer vision and pattern recognition, and graphics to generate realistic and expressive gestures. Rhythmic Gesticulator uses hierarchical neural embeddings to capture the rhythmic structure of speech, while also taking into account the context and content of the speech. This method also leverages the temporal and spatial information of the gesture to generate a realistic and expressive motion. Experiments conducted on a dataset of human speech and gesture pairs demonstrate the effectiveness of Rhythmic Gesticulator in producing realistic and expressive gestures. The results of the experiments show that our approach outperforms existing methods in terms of gesture realism and expressiveness.","Write an abstract for a paper called Rhythmic Gesticulator: Rhythm-Aware Co-Speech Gesture Synthesis with
  Hierarchical Neural Embeddings about Sound, Artificial Intelligence, Computer Vision and Pattern Recognition, Graphics"
2210.16283,Mattia Pugliatti and Francesco Topputo,"Boulders Identification on Small Bodies Under Varying Illumination
  Conditions","['cs.CV', 'eess.IV']","  The capability to detect boulders on the surface of small bodies is
beneficial for vision-based applications such as navigation and hazard
detection during critical operations. This task is challenging due to the wide
assortment of irregular shapes, the characteristics of the boulders population,
and the rapid variability in the illumination conditions. The authors address
this challenge by designing a multi-step training approach to develop a
data-driven image processing pipeline to robustly detect and segment boulders
scattered over the surface of a small body. Due to the limited availability of
labeled image-mask pairs, the developed methodology is supported by two
artificial environments designed in Blender specifically for this work. These
are used to generate a large amount of synthetic image-label sets, which are
made publicly available to the image processing community. The methodology
presented addresses the challenges of varying illumination conditions,
irregular shapes, fast training time, extensive exploration of the architecture
design space, and domain gap between synthetic and real images from previously
flown missions. The performance of the developed image processing pipeline is
tested both on synthetic and real images, exhibiting good performances, and
high generalization capabilities
","[{'version': 'v1', 'created': 'Fri, 28 Oct 2022 17:22:46 GMT'}]",2022-10-31,['Computer Vision and Pattern Recognition'],"This paper presents a novel approach to identify and classify boulders on small bodies such as asteroids and comets under varying illumination conditions using computer vision and pattern recognition. The proposed method extracts features from an image of a small body, such as shape, texture, and color, and uses these features to classify the boulders. In addition, the proposed algorithm is robust to the changes in illumination conditions, which are often present in space exploration. The performance of the proposed approach is evaluated on a benchmark dataset of images of small bodies. The results demonstrate that the proposed method is able to accurately identify and classify boulders on small bodies under varying illumination conditions.","Write an abstract for a paper called Boulders Identification on Small Bodies Under Varying Illumination
  Conditions about Computer Vision and Pattern Recognition"
2110.0158,Djoko Suprijanto and Hopein Christofen Tang,Skew cyclic codes over $\mathbb{Z}_4+v\mathbb{Z}_4$ with derivation,"['cs.IT', 'math.IT']","  In this work, we study a class of skew cyclic codes over the ring
$R:=\mathbb{Z}_4+v\mathbb{Z}_4,$ where $v^2=v,$ with an automorphism $\theta$
and a derivation $\Delta_\theta,$ namely codes as modules over a skew
polynomial ring $R[x;\theta,\Delta_{\theta}],$ whose multiplication is defined
using an automorphism $\theta$ and a derivation $\Delta_{\theta}.$ We
investigate the structures of a skew polynomial ring
$R[x;\theta,\Delta_{\theta}].$ We define $\Delta_{\theta}$-cyclic codes as a
generalization of the notion of cyclic codes. The properties of
$\Delta_{\theta}$-cyclic codes as well as dual $\Delta_{\theta}$-cyclic codes
are derived. Some new codes over $\mathbb{Z}_4$ with good parameters are
obtained via a Gray map as well as residue and torsion codes of these codes.
","[{'version': 'v1', 'created': 'Mon, 4 Oct 2021 17:23:49 GMT'}, {'version': 'v2', 'created': 'Fri, 15 Oct 2021 11:51:50 GMT'}, {'version': 'v3', 'created': 'Tue, 22 Feb 2022 15:36:03 GMT'}]",2022-02-23,['Information Theory'],"This paper provides an overview of skew cyclic codes over $\mathbb{Z}_4+v\mathbb{Z}_4$ and their application to Information Theory. We introduce the concept of skew cyclic codes and discuss their properties, including their linearity, minimum distance, and generator polynomials. We also derive a new family of skew cyclic codes over $\mathbb{Z}_4+v\mathbb{Z}_4$ and analyze their performance in terms of information rate and error correction capability. Finally, we discuss the implications of our results for Information Theory.",Write an abstract for a paper called Skew cyclic codes over $\mathbb{Z}_4+v\mathbb{Z}_4$ with derivation about Information Theory
2303.11307,"Shu-Hao Yeh, Shuangyu Xie, Di Wang, Wei Yan, and Dezhen Song","DIME-Net: Neural Network-Based Dynamic Intrinsic Parameter Rectification
  for Cameras with Optical Image Stabilization System","['cs.CV', 'cs.RO']","  Optical Image Stabilization (OIS) system in mobile devices reduces image
blurring by steering lens to compensate for hand jitters. However, OIS changes
intrinsic camera parameters (i.e. $\mathrm{K}$ matrix) dynamically which
hinders accurate camera pose estimation or 3D reconstruction. Here we propose a
novel neural network-based approach that estimates $\mathrm{K}$ matrix in
real-time so that pose estimation or scene reconstruction can be run at camera
native resolution for the highest accuracy on mobile devices. Our network
design takes gratified projection model discrepancy feature and 3D point
positions as inputs and employs a Multi-Layer Perceptron (MLP) to approximate
$f_{\mathrm{K}}$ manifold. We also design a unique training scheme for this
network by introducing a Back propagated PnP (BPnP) layer so that reprojection
error can be adopted as the loss function. The training process utilizes
precise calibration patterns for capturing accurate $f_{\mathrm{K}}$ manifold
but the trained network can be used anywhere. We name the proposed Dynamic
Intrinsic Manifold Estimation network as DIME-Net and have it implemented and
tested on three different mobile devices. In all cases, DIME-Net can reduce
reprojection error by at least $64\%$ indicating that our design is successful.
","[{'version': 'v1', 'created': 'Mon, 20 Mar 2023 17:45:12 GMT'}]",2023-03-21,"['Computer Vision and Pattern Recognition', 'Robotics']","This paper presents DIME-Net, a novel Neural Network-based Dynamic Intrinsic Parameter Rectification (DIPR) method for cameras with optical image stabilization (OIS) systems. DIME-Net leverages both the OIS system and a deep learning-based network to rectify the intrinsic parameters of the camera in real-time. The proposed method is evaluated on both synthetic and real-world datasets and compared to existing methods. Results show that DIME-Net is able to accurately and quickly rectify the intrinsic parameters of the camera, leading to improved accuracy and robustness in computer vision and pattern recognition tasks. Moreover, the proposed approach is also applicable to robotics applications, where the rectified parameters can be used to improve the accuracy of robot localization and navigation.","Write an abstract for a paper called DIME-Net: Neural Network-Based Dynamic Intrinsic Parameter Rectification
  for Cameras with Optical Image Stabilization System about Computer Vision and Pattern Recognition, Robotics"
2210.03538,"Andreas Triantafyllopoulos, Bj\""orn W. Schuller, G\""ok\c{c}e \.Iymen,
  Metin Sezgin, Xiangheng He, Zijiang Yang, Panagiotis Tzirakis, Shuo Liu,
  Silvan Mertes, Elisabeth Andr\'e, Ruibo Fu, Jianhua Tao","An Overview of Affective Speech Synthesis and Conversion in the Deep
  Learning Era","['cs.SD', 'cs.LG']","  Speech is the fundamental mode of human communication, and its synthesis has
long been a core priority in human-computer interaction research. In recent
years, machines have managed to master the art of generating speech that is
understandable by humans. But the linguistic content of an utterance
encompasses only a part of its meaning. Affect, or expressivity, has the
capacity to turn speech into a medium capable of conveying intimate thoughts,
feelings, and emotions -- aspects that are essential for engaging and
naturalistic interpersonal communication. While the goal of imparting
expressivity to synthesised utterances has so far remained elusive, following
recent advances in text-to-speech synthesis, a paradigm shift is well under way
in the fields of affective speech synthesis and conversion as well. Deep
learning, as the technology which underlies most of the recent advances in
artificial intelligence, is spearheading these efforts. In the present
overview, we outline ongoing trends and summarise state-of-the-art approaches
in an attempt to provide a comprehensive overview of this exciting field.
","[{'version': 'v1', 'created': 'Thu, 6 Oct 2022 13:55:59 GMT'}]",2023-03-14,"['Sound', 'Machine Learning']","This paper presents an overview of affective speech synthesis and conversion in the deep learning era, with a focus on sound and machine learning. It reviews the state-of-the-art techniques and tools for affective speech synthesis and conversion, such as neural networks, deep learning, and natural language processing. The paper also explores the potential applications of affective speech synthesis and conversion, including automated customer service, virtual assistants, and speech recognition. Finally, the paper discusses the challenges and opportunities of affective speech synthesis and conversion in the deep learning era. The paper concludes with a discussion of the future directions of this field.","Write an abstract for a paper called An Overview of Affective Speech Synthesis and Conversion in the Deep
  Learning Era about Sound, Machine Learning"
2211.15261,"Tobias Runge, Tabea Bordis, Alex Potanin, Thomas Th\""um, Ina Schaefer",Flexible Correct-by-Construction Programming,"['cs.LO', 'cs.PL', 'cs.SE']","  Correctness-by-Construction (CbC) is an incremental program construction
process to construct functionally correct programs. The programs are
constructed stepwise along with a specification that is inherently guaranteed
to be satisfied. CbC is complex to use without specialized tool support, since
it needs a set of predefined refinement rules of fixed granularity which are
additional rules on top of the programming language. Each refinement rule
introduces a specific programming statement and developers cannot depart from
these rules to construct programs. CbC allows to develop software in a
structured and incremental way to ensure correctness, but the limited
flexibility is a disadvantage of CbC. In this work, we compare classic CbC with
CbC-Block and TraitCbC. Both approaches CbC-Block and TraitCbC, are related to
CbC, but they have new language constructs that enable a more flexible software
construction approach. We provide for both approaches a programming guideline,
which similar to CbC, leads to well-structured programs. CbC-Block extends CbC
by adding a refinement rule to insert any block of statements. Therefore, we
introduce CbC-Block as an extension of CbC. TraitCbC implements
correctness-by-construction on the basis of traits with specified methods. We
formally introduce TraitCbC and prove soundness of the construction strategy.
All three development approaches are qualitatively compared regarding their
programming constructs, tool support, and usability to assess which is best
suited for certain tasks and developers.
","[{'version': 'v1', 'created': 'Mon, 28 Nov 2022 12:28:38 GMT'}, {'version': 'v2', 'created': 'Tue, 28 Mar 2023 10:47:15 GMT'}]",2023-03-29,"['Logic in Computer Science', 'Programming Languages', 'Software Engineering']","This paper presents a novel approach to programming, called Flexible Correct-by-Construction Programming, which uses logic in computer science, programming languages, and software engineering to ensure correctness of programs. We propose a new framework that combines a logical specification language with a programming language to enable the development of correct-by-construction programs. We present a case study that demonstrates the effectiveness of our approach and discuss its potential applications to software engineering. We also discuss the challenges and opportunities associated with our approach. Finally, we conclude with a discussion of the potential for future research in this area.","Write an abstract for a paper called Flexible Correct-by-Construction Programming about Logic in Computer Science, Programming Languages, Software Engineering"
2204.07412,"Zahra Babaiee and Lucas Liebenwein and Ramin Hasani and Daniela Rus
  and Radu Grosu",End-to-End Sensitivity-Based Filter Pruning,"['cs.CV', 'cs.AI', 'cs.LG']","  In this paper, we present a novel sensitivity-based filter pruning algorithm
(SbF-Pruner) to learn the importance scores of filters of each layer
end-to-end. Our method learns the scores from the filter weights, enabling it
to account for the correlations between the filters of each layer. Moreover, by
training the pruning scores of all layers simultaneously our method can account
for layer interdependencies, which is essential to find a performant sparse
sub-network. Our proposed method can train and generate a pruned network from
scratch in a straightforward, one-stage training process without requiring a
pretrained network. Ultimately, we do not need layer-specific hyperparameters
and pre-defined layer budgets, since SbF-Pruner can implicitly determine the
appropriate number of channels in each layer. Our experimental results on
different network architectures suggest that SbF-Pruner outperforms advanced
pruning methods. Notably, on CIFAR-10, without requiring a pretrained baseline
network, we obtain 1.02% and 1.19% accuracy gain on ResNet56 and ResNet110,
compared to the baseline reported for state-of-the-art pruning algorithms. This
is while SbF-Pruner reduces parameter-count by 52.3% (for ResNet56) and 54%
(for ResNet101), which is better than the state-of-the-art pruning algorithms
with a high margin of 9.5% and 6.6%.
","[{'version': 'v1', 'created': 'Fri, 15 Apr 2022 10:21:05 GMT'}]",2022-04-18,"['Computer Vision and Pattern Recognition', 'Artificial Intelligence', 'Machine Learning']","This paper proposes a novel end-to-end sensitivity-based filter pruning method for computer vision and pattern recognition tasks. The proposed method is based on the idea that filters can be pruned by evaluating their sensitivity to the task-specific loss function. We demonstrate that the proposed method can be used to reduce the number of filters in a convolutional neural network (CNN) while maintaining or even improving the performance of the model. Experiments on various datasets demonstrate that the proposed method can achieve significant compression rates with minimal accuracy loss. The results suggest that the proposed method is an effective and efficient way to reduce the complexity of deep learning models without sacrificing accuracy. Furthermore, this method can be used in combination with other pruning methods to further reduce model complexity.","Write an abstract for a paper called End-to-End Sensitivity-Based Filter Pruning about Computer Vision and Pattern Recognition, Artificial Intelligence, Machine Learning"
2207.10254,"Samuel C. Gutekunst, Billy Jin, David P. Williamson",The Two-Stripe Symmetric Circulant TSP is in P,"['cs.DM', 'cs.DS', 'math.CO']","  The symmetric circulant TSP is a special case of the traveling salesman
problem in which edge costs are symmetric and obey circulant symmetry. Despite
the substantial symmetry of the input, remarkably little is known about the
symmetric circulant TSP, and the complexity of the problem has been an
often-cited open question. Considerable effort has been made to understand the
case in which only edges of two lengths are allowed to have finite cost: the
two-stripe symmetric circulant TSP. In this paper, we resolve the complexity of
the two-stripe symmetric circulant TSP. To do so, we reduce two-stripe
symmetric circulant TSP to the problem of finding certain minimum-cost
Hamiltonian paths on cylindrical graphs. We then solve this Hamiltonian path
problem. Our results show that the two-stripe symmetric circulant TSP is in P.
Note that a two-stripe symmetric circulant TSP instance consists of a constant
number of inputs (including $n$, the number of cities), so that a
polynomial-time algorithm for the decision problem must run in time
polylogarithmic in $n$, and a polynomial-time algorithm for the optimization
problem cannot output the tour. We address this latter difficulty by showing
that the optimal tour must fall into one of two parameterized classes of tours,
and that we can output the class and the parameters in polynomial time. Thus we
make a substantial contribution to the set of polynomial-time solvable special
cases of the TSP, and take an important step towards resolving the complexity
of the general symmetric circulant TSP.
","[{'version': 'v1', 'created': 'Thu, 21 Jul 2022 01:32:19 GMT'}]",2022-07-22,"['Discrete Mathematics', 'Data Structures and Algorithms']","This paper examines the Two-Stripe Symmetric Circulant Traveling Salesman Problem (TSP) and its complexity in the context of discrete mathematics, data structures and algorithms. The Two-Stripe Symmetric Circulant TSP is a variant of the classic TSP, where the graph is a two-stripe symmetric circulant graph. We provide a polynomial-time algorithm for solving the Two-Stripe Symmetric Circulant TSP, and discuss its implications for the field of discrete mathematics, data structures and algorithms. We also discuss the relationship between the Two-Stripe Symmetric Circulant TSP and other variants of the classic TSP, and how our algorithm can be applied to other problems. Finally, we provide an implementation of our algorithm and discuss its performance.","Write an abstract for a paper called The Two-Stripe Symmetric Circulant TSP is in P about Discrete Mathematics, Data Structures and Algorithms"
2105.01159,"Farnaz H. Foomani, D. M. Anisuzzaman, Jeffrey Niezgoda, Jonathan
  Niezgoda, William Guns, Sandeep Gopalakrishnan, Zeyun Yu","Synthesizing time-series wound prognosis factors from electronic medical
  records using generative adversarial networks","['cs.AI', 'cs.LG']","  Wound prognostic models not only provide an estimate of wound healing time to
motivate patients to follow up their treatments but also can help clinicians to
decide whether to use a standard care or adjuvant therapies and to assist them
with designing clinical trials. However, collecting prognosis factors from
Electronic Medical Records (EMR) of patients is challenging due to privacy,
sensitivity, and confidentiality. In this study, we developed time series
medical generative adversarial networks (GANs) to generate synthetic wound
prognosis factors using very limited information collected during routine care
in a specialized wound care facility. The generated prognosis variables are
used in developing a predictive model for chronic wound healing trajectory. Our
novel medical GAN can produce both continuous and categorical features from
EMR. Moreover, we applied temporal information to our model by considering data
collected from the weekly follow-ups of patients. Conditional training
strategies were utilized to enhance training and generate classified data in
terms of healing or non-healing. The ability of the proposed model to generate
realistic EMR data was evaluated by TSTR (test on the synthetic, train on the
real), discriminative accuracy, and visualization. We utilized samples
generated by our proposed GAN in training a prognosis model to demonstrate its
real-life application. Using the generated samples in training predictive
models improved the classification accuracy by 6.66-10.01% compared to the
previous EMR-GAN. Additionally, the suggested prognosis classifier has achieved
the area under the curve (AUC) of 0.975, 0.968, and 0.849 when training the
network using data from the first three visits, first two visits, and first
visit, respectively. These results indicate a significant improvement in wound
healing prediction compared to the previous prognosis models.
","[{'version': 'v1', 'created': 'Mon, 3 May 2021 20:26:48 GMT'}]",2022-01-03,"['Artificial Intelligence', 'Machine Learning']","This paper proposes a novel approach for synthesizing time-series wound prognosis factors from electronic medical records using generative adversarial networks (GANs). GANs are a type of artificial intelligence and machine learning technique that can be used to generate realistic data from existing data. In this paper, we propose a GAN-based model to synthesize time-series wound prognosis factors from electronic medical records. We demonstrate the effectiveness of our proposed model on a real-world dataset. Our results show that our model is able to accurately synthesize time-series wound prognosis factors from electronic medical records and can be used to improve the accuracy of wound prognosis.","Write an abstract for a paper called Synthesizing time-series wound prognosis factors from electronic medical
  records using generative adversarial networks about Artificial Intelligence, Machine Learning"
2109.14383,"Leila Eftekhari, Mohammad M. Amirian","Stability Analysis of Fractional Order Memristor Synapse-coupled
  Hopfield Neural Network with Ring Structure","['math.DS', 'cs.NE']","  A memristor is a nonlinear two-terminal electrical element that incorporates
memory features and nanoscale properties, enabling us to design very
high-density artificial neural networks. To enhance the memory property, we
should use mathematical frameworks like fractional calculus, which is capable
of doing so. Here, we first present a fractional-order memristor
synapse-coupling Hopfield neural network on two neurons and then extend the
model to a neural network with a ring structure that consists of n sub-network
neurons, increasing the synchronization in the network. Necessary and
sufficient conditions for the stability of equilibrium points are investigated,
highlighting the dependency of the stability on the fractional-order value and
the number of neurons. Numerical simulations and bifurcation analysis, along
with Lyapunov exponents, are given in the two-neuron case that substantiates
the theoretical findings, suggesting possible routes towards chaos when the
fractional order of the system increases. In the n-neuron case also, it is
revealed that the stability depends on the structure and number of
sub-networks.
","[{'version': 'v1', 'created': 'Wed, 29 Sep 2021 12:33:23 GMT'}, {'version': 'v2', 'created': 'Wed, 6 Jul 2022 13:56:45 GMT'}]",2022-07-07,['Neural and Evolutionary Computing'],"This paper presents a novel fractional order memristor synapse-coupled Hopfield neural network with ring structure for stability analysis. The proposed network is based on the fractional order memristor synapse-coupled Hopfield neural network and its ring structure. The fractional order memristor synapse-coupled Hopfield neural network is a novel approach to neural and evolutionary computing, which uses fractional order memristors as synaptic connections between neurons. The ring structure of the proposed network is designed to provide robustness to its stability. The stability of the proposed network is analyzed by deriving its Lyapunov function and computing its eigenvalues. The results show that the proposed network has good stability, and its stability is further improved with the ring structure. This paper provides a novel approach to neural and evolutionary computing, which has potential applications in many fields.","Write an abstract for a paper called Stability Analysis of Fractional Order Memristor Synapse-coupled
  Hopfield Neural Network with Ring Structure about Neural and Evolutionary Computing"
2109.13986,"Sean Welleck, Peter West, Jize Cao, Yejin Choi","Symbolic Brittleness in Sequence Models: on Systematic Generalization in
  Symbolic Mathematics",['cs.LG'],"  Neural sequence models trained with maximum likelihood estimation have led to
breakthroughs in many tasks, where success is defined by the gap between
training and test performance. However, their ability to achieve stronger forms
of generalization remains unclear. We consider the problem of symbolic
mathematical integration, as it requires generalizing systematically beyond the
test set. We develop a methodology for evaluating generalization that takes
advantage of the problem domain's structure and access to a verifier. Despite
promising in-distribution performance of sequence-to-sequence models in this
domain, we demonstrate challenges in achieving robustness, compositionality,
and out-of-distribution generalization, through both carefully constructed
manual test suites and a genetic algorithm that automatically finds large
collections of failures in a controllable manner. Our investigation highlights
the difficulty of generalizing well with the predominant modeling and learning
approach, and the importance of evaluating beyond the test set, across
different aspects of generalization.
","[{'version': 'v1', 'created': 'Tue, 28 Sep 2021 18:50:15 GMT'}, {'version': 'v2', 'created': 'Thu, 24 Feb 2022 18:43:41 GMT'}]",2022-02-25,['Machine Learning'],"This paper investigates the symbolic brittleness of sequence models in machine learning, the phenomenon of models failing to generalize beyond their training data. We examine the concept of systematic generalization in symbolic mathematics, which is a method of generalizing a set of symbols to a larger set of symbols. We analyze the implications of this approach for sequence models, and discuss how it can be used to improve their generalization capabilities. We then explore the potential of applying this approach to a variety of sequence models, including recurrent neural networks, convolutional neural networks, and long short-term memory networks. Finally, we discuss the benefits and limitations of this approach, and its implications for the future of machine learning.","Write an abstract for a paper called Symbolic Brittleness in Sequence Models: on Systematic Generalization in
  Symbolic Mathematics about Machine Learning"
2110.0278,"Danilo Avola, Andrea Bacciu, Luigi Cinque, Alessio Fagioli, Marco
  Raoul Marini, Riccardo Taiello","Study on Transfer Learning Capabilities for Pneumonia Classification in
  Chest-X-Rays Image","['eess.IV', 'cs.CV']","  Over the last year, the severe acute respiratory syndrome coronavirus-2
(SARS-CoV-2) and its variants have highlighted the importance of screening
tools with high diagnostic accuracy for new illnesses such as COVID-19. To that
regard, deep learning approaches have proven as effective solutions for
pneumonia classification, especially when considering chest-x-rays images.
However, this lung infection can also be caused by other viral, bacterial or
fungi pathogens. Consequently, efforts are being poured toward distinguishing
the infection source to help clinicians to diagnose the correct disease origin.
Following this tendency, this study further explores the effectiveness of
established neural network architectures on the pneumonia classification task
through the transfer learning paradigm. To present a comprehensive comparison,
12 well-known ImageNet pre-trained models were fine-tuned and used to
discriminate among chest-x-rays of healthy people, and those showing pneumonia
symptoms derived from either a viral (i.e., generic or SARS-CoV-2) or bacterial
source. Furthermore, since a common public collection distinguishing between
such categories is currently not available, two distinct datasets of
chest-x-rays images, describing the aforementioned sources, were combined and
employed to evaluate the various architectures. The experiments were performed
using a total of 6330 images split between train, validation and test sets. For
all models, common classification metrics were computed (e.g., precision,
f1-score) and most architectures obtained significant performances, reaching,
among the others, up to 84.46% average f1-score when discriminating the 4
identified classes. Moreover, confusion matrices and activation maps computed
via the Grad-CAM algorithm were also reported to present an informed discussion
on the networks classifications.
","[{'version': 'v1', 'created': 'Wed, 6 Oct 2021 14:00:18 GMT'}, {'version': 'v2', 'created': 'Sat, 23 Apr 2022 06:58:52 GMT'}]",2022-04-26,['Computer Vision and Pattern Recognition'],"This paper investigates the potential of transfer learning in the context of pneumonia classification in chest-X-ray images. We propose a novel deep learning model based on a convolutional neural network (CNN) and a transfer learning approach to classify chest-X-ray images into pneumonia or normal. The model is trained with a dataset of chest-X-ray images from the Montgomery County Chest X-ray Set and is evaluated on the ChestX-ray14 dataset. The results show that our proposed model outperforms the baseline model in terms of accuracy, sensitivity, and specificity. Furthermore, we discuss the implications of the results in terms of the potential of transfer learning for medical image classification.","Write an abstract for a paper called Study on Transfer Learning Capabilities for Pneumonia Classification in
  Chest-X-Rays Image about Computer Vision and Pattern Recognition"
2208.0088,"James Koch, Thomas Maxner, Vinay Amatya, Andisheh Ranjbari, Chase
  Dowling",Physics-informed Machine Learning of Parameterized Fundamental Diagrams,['cs.LG'],"  Fundamental diagrams describe the relationship between speed, flow, and
density for some roadway (or set of roadway) configuration(s). These diagrams
typically do not reflect, however, information on how speed-flow relationships
change as a function of exogenous variables such as curb configuration, weather
or other exogenous, contextual information. In this paper we present a machine
learning methodology that respects known engineering constraints and physical
laws of roadway flux - those that are captured in fundamental diagrams - and
show how this can be used to introduce contextual information into the
generation of these diagrams. The modeling task is formulated as a probe
vehicle trajectory reconstruction problem with Neural Ordinary Differential
Equations (Neural ODEs). With the presented methodology, we extend the
fundamental diagram to non-idealized roadway segments with potentially
obstructed traffic data. For simulated data, we generalize this relationship by
introducing contextual information at the learning stage, i.e. vehicle
composition, driver behavior, curb zoning configuration, etc, and show how the
speed-flow relationship changes as a function of these exogenous factors
independent of roadway design.
","[{'version': 'v1', 'created': 'Mon, 1 Aug 2022 14:13:06 GMT'}]",2022-08-02,['Machine Learning'],"This paper presents a physics-informed machine learning approach to model parameterized fundamental diagrams (FDs) of traffic flow. The FDs are a set of curves that describe the relationship between traffic flow and density, and are used to model the behavior of traffic on roads. The proposed method uses a deep learning neural network to learn the parameters of the FDs, while incorporating physical constraints to ensure that the model is physically consistent. The model is tested on a real-world traffic dataset, and results show that the proposed method is able to accurately capture the FDs parameters and outperform existing methods. The paper concludes with a discussion of the potential applications of the proposed approach.",Write an abstract for a paper called Physics-informed Machine Learning of Parameterized Fundamental Diagrams about Machine Learning
2301.10407,Lauren Alvarez and Tim Menzies,Don't Lie to Me: Avoiding Malicious Explanations with STEALTH,"['cs.SE', 'cs.AI', 'cs.CR']","  STEALTH is a method for using some AI-generated model, without suffering from
malicious attacks (i.e. lying) or associated unfairness issues. After
recursively bi-clustering the data, STEALTH system asks the AI model a limited
number of queries about class labels. STEALTH asks so few queries (1 per data
cluster) that malicious algorithms (a) cannot detect its operation, nor (b)
know when to lie.
","[{'version': 'v1', 'created': 'Wed, 25 Jan 2023 05:00:16 GMT'}]",2023-01-26,"['Software Engineering', 'Artificial Intelligence', 'Cryptography and Security']","This paper examines the potential of using STEALTH, a combination of Software Engineering, Artificial Intelligence, Cryptography and Security, to protect against malicious explanations. The paper first reviews existing approaches to detecting malicious explanations, such as manual methods and machine learning, and then looks at the potential of STEALTH to provide more effective protection. The paper then provides an overview of the STEALTH approach and its components, before discussing potential applications and the implications for security and privacy. The paper concludes by discussing the potential of STEALTH to provide better protection against malicious explanations and the need for further research in this area.","Write an abstract for a paper called Don't Lie to Me: Avoiding Malicious Explanations with STEALTH about Software Engineering, Artificial Intelligence, Cryptography and Security"
2006.03814,"Davide Buffelli, Fabio Vandin","The Impact of Global Structural Information in Graph Neural Networks
  Applications","['cs.LG', 'cs.SI', 'stat.ML']","  Graph Neural Networks (GNNs) rely on the graph structure to define an
aggregation strategy where each node updates its representation by combining
information from its neighbours. A known limitation of GNNs is that, as the
number of layers increases, information gets smoothed and squashed and node
embeddings become indistinguishable, negatively affecting performance.
Therefore, practical GNN models employ few layers and only leverage the graph
structure in terms of limited, small neighbourhoods around each node.
Inevitably, practical GNNs do not capture information depending on the global
structure of the graph. While there have been several works studying the
limitations and expressivity of GNNs, the question of whether practical
applications on graph structured data require global structural knowledge or
not, remains unanswered. In this work, we empirically address this question by
giving access to global information to several GNN models, and observing the
impact it has on downstream performance. Our results show that global
information can in fact provide significant benefits for common graph-related
tasks. We further identify a novel regularization strategy that leads to an
average accuracy improvement of more than 5% on all considered tasks.
","[{'version': 'v1', 'created': 'Sat, 6 Jun 2020 08:52:18 GMT'}, {'version': 'v2', 'created': 'Wed, 15 Dec 2021 17:37:31 GMT'}]",2022-01-19,"['Machine Learning', 'Social and Information Networks']","This paper explores the impact of global structural information in Graph Neural Networks (GNNs) for applications in Machine Learning, Social and Information Networks. GNNs are a powerful tool for analyzing graph-structured data and have been used for a wide range of tasks such as node classification, link prediction, and graph classification. However, GNNs are limited in their ability to capture global structural information from graphs, which can be essential for certain tasks. In this paper, we examine the impact of incorporating global structural information into GNNs and evaluate the performance of various GNN architectures on a range of tasks. We also discuss the potential applications of GNNs with global structural information, such as detecting communities in social networks and detecting anomalies in information networks. Finally, we discuss the challenges and opportunities for future research in this area.","Write an abstract for a paper called The Impact of Global Structural Information in Graph Neural Networks
  Applications about Machine Learning, Social and Information Networks"
